loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/reward_fn/mean,rewards/reward_fn/std,reward,reward_std,frac_reward_zero_std,kl,entropy,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/high_mean,clip_ratio/high_max,clip_ratio/region_mean,step_time,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.09209463000297546,0.96875,4.966666666666667e-06,7708.0,60.3,49.4,103.4,0.0,60.3,49.4,103.4,0.5620725154876709,0.24103395268321037,0.5620725154876709,0.24103394635021685,0.1,0.0019194250852933691,0.049351332150399684,0.0,0.0,0.0,0.0,0.0,12.593611457399675,0.047619047619047616,5,,,,,
0.006749805808067322,4.875,4.925e-06,14987.0,51.475,48.0,54.8,0.0,51.475,48.0,54.8,0.6600425243377686,0.26278109923005105,0.6600425243377686,0.2627810887992382,0.0,0.006450640359253157,0.05571594312787056,0.0,0.0,0.0,0.0,0.0,7.746838746400317,0.09523809523809523,10,,,,,
0.03125525712966919,4.0625,4.883333333333334e-06,22574.0,56.475,46.8,76.4,0.0,56.475,46.8,76.4,0.5558100044727325,0.30669673159718513,0.5558100044727325,0.3066967405378819,0.1,0.005472488421946764,0.05465586176142097,0.0,0.0,0.0,0.0,0.0,9.739813646000039,0.14285714285714285,15,,,,,
0.005080404505133629,1.25,4.841666666666667e-06,29968.0,53.85,49.8,59.2,0.0,53.85,49.8,59.2,0.6017749965190887,0.23280461952090264,0.6017749965190887,0.23280461952090264,0.3,0.011846379315829835,0.03807737627066672,0.0,0.0,0.0,0.0,0.0,8.098927805000859,0.19047619047619047,20,,,,,
0.09153118133544921,0.890625,4.800000000000001e-06,37543.0,58.375,48.0,105.0,0.0,58.375,48.0,105.0,0.40706499218940734,0.40855241417884824,0.40706499218940734,0.40855239033699037,0.3,0.011890738244983368,0.03846235456876457,0.0,0.0,0.0,0.0,0.0,12.685880332399757,0.23809523809523808,25,,,,,
-0.010907796025276185,4.65625,4.758333333333334e-06,44790.0,51.175,46.0,55.0,0.0,51.175,46.0,55.0,0.6242850005626679,0.25765338018536565,0.6242850005626679,0.2576533742249012,0.1,0.025952098867855967,0.04352121134288609,0.0,0.0,0.0,0.0,0.0,7.6844112164002585,0.2857142857142857,30,,,,,
0.0009223714470863343,5.40625,4.7166666666666675e-06,52035.0,53.125,47.6,61.4,0.0,53.125,47.6,61.4,0.5323049843311309,0.34707486629486084,0.5323049843311309,0.3470748543739319,0.1,0.014560170035110787,0.05651950612664223,0.0,0.0,0.0,0.0,0.0,8.258291873599955,0.3333333333333333,35,,,,,
0.0010136708617210389,4.03125,4.675000000000001e-06,59148.0,50.825,45.0,57.0,0.0,50.825,45.0,57.0,0.610230004787445,0.28395222942344844,0.610230004787445,0.2839522279333323,0.0,0.028151335357688368,0.042709095310419797,0.0,0.0,0.0,0.0,0.0,7.8601679693998445,0.38095238095238093,40,,,,,
0.011555194854736328,2.671875,4.633333333333334e-06,66437.0,52.225,48.6,56.6,0.0,52.225,48.6,56.6,0.4210500121116638,0.37666863203048706,0.4210500121116638,0.3766686201095581,0.2,0.008218627597671002,0.031620392482727765,0.0,0.0,0.0,0.0,0.0,7.782523145199957,0.42857142857142855,45,,,,,
-0.0018806904554367065,2.6875,4.591666666666667e-06,73787.0,53.25,48.8,57.6,0.0,53.25,48.8,57.6,0.6419774889945984,0.15232844166457654,0.6419774889945984,0.1523284401744604,0.1,0.012172515637939797,0.045176828000694516,0.0,0.0,0.0,0.0,0.0,7.983362000801208,0.47619047619047616,50,,,,,
